interview__key,aggree,date,Q1,Q2,Q3C,Q4,Q5,Q6,Q6_oth,Q7,Q8,Q9,Q10,Q11A,Q11B,B1,B2,B3,B3_oth,B4,B4_oth,B5,B6A,B6B,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C16_oth,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,E1,E2,E3,E4,E4_1,E5,E6,E7,E8,E9,E10,E11__1,E11__2,E11__3,E11__4,E11__5,E11__6,E11_oth,E12,E13,E14,E15,E16A,E16B,E17,E18,E19,E20,E21,E22A,E22B,E23,E24,E25,E26,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38__0,E38__1,E38__2,E38__3,E38__4,E39__0,E39__1,E39__2,E39__3,E39__4,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51_m,E51_f,E52,E53,E53_1,E54,F1,F2,F3,F4,F5,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,H26,H27,H28,H29
59-39-34-65,Yes,22/09/ 2014,Not Answered,Amhara,Bahir Dar,Not Answered,Lower (less,Other,contract,Don't Know.,Don't Know.,Don't Know.,Don't Know.,1,0,35,Male,Single,,University d,,Refused,,,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Strongly dis,Strongly dis,Disagree,Strongly dis,Disagree,Disagree,Disagree,Female,Satisfied,,To a moderat,To a great e,To a great e,To a great e,To a limited,To the fulle,To the fulle,To the fulle,To a limited,To a great e,To a great e,No,Neutral,No,Yes,Not Answered,Don't know,Don't know,To a limited,No,No,To some exte,,,,,,,,No,No,Yes,Don't Know,Don't Know.,Don't Know.,Don't Know,Don't Know,Yes,Don't Know,Yes,0,4,Don't know,Don't Know,To a moderat,To a limited,To the fulle,To the fulle,Don't Know,,Don't know,No,No,Don't know,To a moderat,No,,,,,,,,,,,To a moderat,Don't know,To a limited,Don't know,Don't know,To a limited,To a great e,To a limited,Don't know,No,Don't know,Don't know,Don't know,No,Some, ,Don't know,Don't know,To a limited,To a moderat,To a limited,To a moderat,To a moderat,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To a limited,To a limited,Don't know,To a limited,To a limited,To a great e,To a great e,Don't know,To a limited,Not at all,To a limited,Not at all,To a moderat,To a moderat,To a limited,Not at all,Not at all,Not at all,To a limited,Not at all,Not at all
59-10-47-76,Yes,22/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Middle level,Employed Ful,,11,5,5,6,5,0,29,Female,Married,,University d,,4500,1,1,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Female,Satisfied,,To a limited,To a limited,To a moderat,To a moderat,To a moderat,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,No,Disagree,No,No, ,To a moderat,To a great e,To a great e,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,No,No,No,,No,,,To the fulle,No,To the fulle,To a great e,To the fulle,To a great e,No,,To the fulle,Don't Know,Don't Know,To the fulle,To the fulle,No,,,,,,,,,,,To a great e,Don't know,To the fulle,To a great e,To a great e,To a great e,To a moderat,To a great e,To the fulle,No,To a great e,Don't know,Don't know,No,No, ,To a moderat,To a limited,To a limited,Not at all,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a limited,To a moderat,To a great e,To a moderat,To a limited,To a moderat,To a great e,To the fulle,To the fulle,To a moderat,To a great e,To the fulle,To a moderat,To a limited,To a great e,To a great e,To a moderat,To a limited,Not at all,To a limited,Don't know,To a limited,Don't know,To a great e,To a moderat,To the fulle
08-81-24-00,Yes,25/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Senior offic,Employed Ful,,17,7,7,10,6,0,34,Female,Married,,University d,,4000,1,3,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Female,Very unsatis,,To a limited,To a moderat,To a limited,To a moderat,To a moderat,To a limited,To a limited,To a great e,To a moderat,To a moderat,To a moderat,No,Disagree,No,No, ,To a great e,To the fulle,To the fulle,No,No,No,,,,,,,,No,No,No,Don't Know,Don't Know.,Don't Know.,No,Don't Know,Don't Know,,Don't Know,,,To a limited,No,To a moderat,To a moderat,To a great e,To a great e,No,,To a great e,No,No,To a moderat,To a great e,No,,,,,,,,,,,To a great e,To a moderat,To a moderat,To a limited,To a great e,To a great e,To a great e,To a great e,To a great e,No,To a great e,Don't know,Don't know,No,No, ,To a great e,To a great e,To a limited,To a limited,To a great e,To a limited,To a limited,To a moderat,To a limited,To a limited,To a moderat,To a great e,To a limited,To a great e,To a limited,To a great e,To a moderat,To a limited,To a great e,To a limited,To a great e,To the fulle,To a great e,To a great e,To a great e,To a moderat,To a limited,To the fulle,To a great e,To a great e,To the fulle,To a moderat,To a moderat,To a moderat,To a limited
00-84-16-85,Yes,23/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Expert,Middle level,Employed Ful,,13,6,6,7,6,,36,Female,Married,,University d,,4589,,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly dis,Strongly dis,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Female,Somewhat sat,,To a moderat,To a limited,To a limited,To a great e,To a moderat,To a moderat,To a moderat,To a moderat,To a limited,To a limited,To a moderat,No,Disagree,No,No, ,To a great e,To a moderat,To a moderat,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,No,Don't Know,Don't Know,,Don't Know,,,To a great e,Don't Know,To a moderat,To a moderat,To a great e,To a moderat,No,,To the fulle,No,Don't Know,To a moderat,To a great e,No,,,,,,,,,,,To a great e,To a great e,To a great e,To a moderat,To a great e,To a moderat,To a moderat,To a moderat,To a moderat,No,To a great e,Don't know,Don't know,No,No, ,To the fulle,To a great e,To a limited,To a limited,To a moderat,To a moderat,To a great e,To a moderat,To a limited,To a limited,To a moderat,To a moderat,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,To a great e,To a great e,To a moderat,To a great e,To a moderat,To a moderat,To a great e,To a great e,To a great e,To a moderat,To a moderat,To a moderat,To a great e,To a moderat,To a limited,Don't know,To a great e,To a great e
00-41-35-61,Yes,21/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Lower (less,Employed Ful,,5,4,4,1,4,0,34,Male,Married,,College dipl,,2700,,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly dis,Disagree,Disagree,Strongly dis,Disagree,Disagree,Strongly dis,Neutral,Female,Extremely sa,,To the fulle,To the fulle,To the fulle,To a great e,To a great e,To a limited,To a great e,To a great e,To a great e,To a moderat,To a great e,No,Disagree,No,No, ,To the fulle,To a great e,To a moderat,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,No,No,No,,No,,,Not at all,No,To a great e,To the fulle,To the fulle,To a great e,Don't Know,,To a great e,No,No,To the fulle,To a moderat,No,,,,,,,,,,,To a great e,To the fulle,To a great e,To a moderat,To a great e,To a moderat,To a great e,To a moderat,To the fulle,No,Don't know,Don't know,Don't know,No,No, ,To a great e,To a moderat,To a moderat,To a moderat,To a moderat,To a limited,To a great e,To a moderat,To a moderat,To the fulle,To a great e,To a great e,To the fulle,To the fulle,To a moderat,To a moderat,To a moderat,To a great e,To the fulle,To a great e,To a great e,To the fulle,To the fulle,To a limited,To a limited,To a great e,To a moderat,To a limited,To a great e,To the fulle,To the fulle,To a moderat,To a limited,To a limited,To a great e
77-47-33-08,Yes,19/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Middle level,Employed Par,,2,2,2,Refussed,3,0,26,Female,Single,,Completed se,,Refused,,,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Female,Somewhat sat,,To a moderat,To a great e,To a moderat,To a great e,To a moderat,To a limited,To a limited,To a limited,Not at all,To a great e,To a moderat,No,Neutral,No,No, ,To a great e,To a great e,To a moderat,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,No,No,No,,No,,,To a limited,No,To a great e,To the fulle,To the fulle,To the fulle,No,,To a great e,No,No,To a moderat,To a great e,No,,,,,,,,,,,To a great e,Don't know,To the fulle,To the fulle,To the fulle,To the fulle,To a great e,To a great e,To a great e,No,To a great e,Don't know,Don't know,No,No, ,To a moderat,To a great e,To a moderat,To a moderat,To a moderat,To a moderat,To a great e,To a moderat,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a great e,To a limited,To a limited,To a limited,To a limited
46-49-02-97,Yes,17/08/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Lower (less,Employed Par,,12,4,4,8,4,0,28,Female,Single,,Completed pr,,Refused,,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Strongly agr,Agree,Neutral,Agree,Female,Satisfied,,To a moderat,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a great e,To a moderat,Not at all,To a limited,No,Disagree,No,No, ,To a great e,To a moderat,To the fulle,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,Don't Know,No,No,,Don't Know,,,To a great e,No,To the fulle,To a great e,To the fulle,To the fulle,No,,To the fulle,No,No,To the fulle,To a great e,No,,,,,,,,,,,To a great e,To a great e,To a great e,To the fulle,Don't know,To a great e,To the fulle,To the fulle,To the fulle,No,To the fulle,Don't know,Don't know,Don't Know,No, ,To a great e,To a great e,To a great e,To a moderat,To a limited,To a great e,To a limited,To a limited,To a limited,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a great e,To a moderat,To a great e,To a moderat,To a moderat,To a moderat,To a great e,To a moderat,To a great e,To a great e,To a moderat,To a great e,To a great e,To a moderat,To a great e,To a great e,To a limited,To a moderat,To a moderat,To a great e
45-31-79-14,Yes,23/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Middle level,Employed Ful,,4,2,2,2,4,0,29,Female,Married,,TVET (circle,,3000,1,,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Female,Somewhat sat,,To a great e,To a limited,To a limited,To a great e,To a moderat,To a moderat,To a limited,To a limited,To a moderat,To a moderat,To a moderat,No,Disagree,No,No, ,To a great e,To the fulle,,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,No,Don't Know,Don't Know,,Don't Know,,,To a moderat,No,To the fulle,To the fulle,To a moderat,To the fulle,No,,To a moderat,No,Don't Know,To a moderat,To a moderat,No,,,,,,,,,,,To a great e,To a moderat,To the fulle,To a great e,To a moderat,To a moderat,To a moderat,To a great e,To a great e,No,To the fulle,Don't know,Don't know,Don't Know,No, ,To a great e,To a moderat,To a limited,To a limited,To a great e,To a limited,To a moderat,To a great e,To a moderat,To a limited,Not at all,To a moderat,To a limited,To a limited,To a moderat,To a limited,To a limited,To a limited,To the fulle,To a moderat,To a limited,To the fulle,To a great e,To a great e,To a moderat,To a limited,To a great e,To a moderat,To a moderat,To a limited,To a great e,To a moderat,To a limited,To a great e,To a moderat
51-61-45-81,Yes,16/09/ 2014,Human Resource Expert,Sidama,Hawassa,Hrd,Middle level,Employed Ful,,5,1,0,4,4,0,30,Female,Single,,College dipl,,4000,,,Strongly agr,Strongly agr,Agree,Agree,Strongly agr,Agree,Disagree,Strongly agr,Strongly agr,Agree,Disagree,Disagree,Disagree,Disagree,Female,Satisfied,,Not at all,Not at all,To a great e,To a great e,To a great e,Not at all,To a moderat,To a moderat,To a moderat,Not at all,To a moderat,Yes,Agree,Yes,Yes,not answered,Not at all,Not at all,Not at all,Yes,Yes,Yes,No,Yes,No,No,No,No,,Yes,Yes,Yes,Yes,4,0,No,Yes,Yes,Yes,Yes,0,6,Not at all,Yes,To a limited,To a limited,To the fulle,To the fulle,Yes,To a moderat,To a great e,Yes,Yes,Don't know,Don't know,No,,,,,,,,,,,Don't know,To a limited,To a limited,To a limited,To a limited,To a great e,To a limited,To a moderat,To a moderat,No,Don't know,80,20,Yes,Don't know, ,Don't know,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,To a limited,To a limited,Not at all,Not at all,To a limited,Not at all,Not at all,Not at all,To a moderat,Not at all,To a limited,To a limited,To a moderat,To the fulle,To a great e,To a limited,Not at all,To a limited,To a moderat,Not at all,Not at all,To the fulle,To a moderat,To a great e,To the fulle
04-42-77-71,Yes,19/09/ 2014,Transportation,Amhara,Bahir Dar,Not Answered,Middle level,Employed Ful,,40,0,0,40,37,0,57,Female,Married,,College dipl,,Refused,2,2,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Female,Very unsatis,,Not at all,To the fulle,To the fulle,To the fulle,To a limited,Not at all,To a limited,To a limited,Don't know,To a great e,Not at all,No,Agree,No,Yes,Not Answered,To a limited,Don't know,Don't know,No,No,To some exte,,,,,,,,No,No,No,Don't Know,40,1,Don't Know,No,Yes,Don't Know,Yes,0,4,Not at all,Don't Know,Don't know,Don't know,Don't know,Don't know,Yes,To a moderat,To a moderat,No,No,Don't know,To a moderat,No,,,,,,,,,,,Don't know,Don't know,To a great e,To a great e,To a great e,Don't know,To a moderat,Don't know,Don't know,No,Don't know,Don't know,Don't know,Don't Know,Don't know, ,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,To a limited,To a limited,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know
62-08-59-29,Yes,17/09/ 2014,Planning Experts,Sidama,Hawassa,Not Answered,Lower (less,Employed Ful,,5,2,2,2,6,0,41,Male,Married,,Completed se,,5000,1,2,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly dis,Strongly dis,Female,Extremely sa,,To a moderat,Don't know,Don't know,To a limited,To a great e,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,Yes,Agree,Yes,No, ,To the fulle,Don't know,Don't know,No,No,To some exte,,,,,,,,No,Yes,Yes,Don't Know,3,2,Don't Know,No,No,,No,,,To a moderat,Yes,To a great e,To a moderat,To a great e,To a limited,Don't Know,,Don't know,Yes,No,To a limited,To a moderat,No,,,,,,,,,,,To a moderat,Don't know,Don't know,Don't know,Don't know,To the fulle,To a moderat,To the fulle,To the fulle,No,To the fulle,80,20,Yes,No, ,Don't know,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To a moderat,To the fulle,To the fulle,To a great e,To a great e,To the fulle,To the fulle,To the fulle,To the fulle,To a limited,To a moderat,To the fulle,To the fulle,To the fulle,Don't know,To the fulle,To the fulle,To the fulle,To the fulle,To a moderat,To the fulle,To the fulle,To a moderat,Not at all,To a moderat,To a moderat,Not at all,Not at all
64-26-64-60,Yes,17/09/ 2014,Issues Of Hiv,Sidama,Hawassa,Issuses Of Hiv,Senior offic,Employed Ful,,8,6,3,2,9,0,40,Female,Married,,University d,,9000,3,2,Agree,Disagree,Strongly agr,Strongly dis,Disagree,Disagree,Strongly agr,Strongly agr,Strongly dis,Disagree,Strongly dis,Strongly dis,Strongly agr,Strongly dis,Female,Somewhat sat,,To a great e,To the fulle,To a great e,To a moderat,To a limited,To a great e,To a great e,To the fulle,To a moderat,To a great e,Not at all,Yes,Strongly agr,Yes,No, ,To a limited,Don't know,To a great e,Yes,Yes,To some exte,,,,,,,,No,No,To some exte,Yes,2,6,Yes,No,Yes,Don't Know,Yes,0,4,Not at all,Don't Know,To a moderat,To a great e,Don't know,To a limited,Don't Know,,Don't know,Don't Know,Don't Know,Don't know,To a moderat,Yes,Showing beast projects as examples,##N/A##,##N/A##,##N/A##,##N/A##,Don't answered,##N/A##,##N/A##,##N/A##,##N/A##,To a moderat,To a limited,To a great e,Don't know,Don't know,Don't know,Don't know,To the fulle,To a limited,Don't Know,Don't know,90,10,Don't Know,Don't know, ,Don't know,To a great e,To a moderat,Not at all,Not at all,To the fulle,Not at all,To a limited,To a great e,To the fulle,To a moderat,Don't know,Not at all,To a limited,To a limited,To a moderat,To a great e,To a limited,Not at all,To a limited,To a moderat,To a great e,To the fulle,To a limited,Not at all,To a moderat,To a great e,To the fulle,To a moderat,To a limited,Don't know,Not at all,Not at all,To a great e,Don't know
31-43-07-54,Yes,20/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Middle level,Employed Ful,,7,3,3,4,3,0,28,Female,Single,,Completed se,,Refused,,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly dis,Disagree,Disagree,Neutral,Disagree,Female,Satisfied,,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,No,Disagree,No,No, ,To a great e,To a limited,To a great e,No,No,No,,,,,,,,,No,No,No,Don't Know.,Don't Know.,No,No,No,,Don't Know,,,To a great e,No,To a great e,To a great e,To a great e,To a great e,No,,To a moderat,No,No,To the fulle,To a moderat,No,,,,,,,,,,,To a moderat,To a great e,To a moderat,To the fulle,To the fulle,To a great e,To the fulle,To the fulle,To a great e,No,To a great e,Don't know,Don't know,No,No, ,To a moderat,To a moderat,To a great e,To a great e,To a moderat,To a moderat,To a moderat,Don't know,To a great e,To a great e,To a great e,To a great e,To a great e,To the fulle,To a great e,To a great e,To the fulle,To the fulle,To the fulle,To a moderat,To a limited,To a limited,To a great e,To a limited,To a moderat,To a limited,To a limited,To a great e,To a great e,To the fulle,To a great e,To a limited,To a limited,To the fulle,To the fulle
38-58-88-95,Yes,25/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Middle level,Employed Ful,,15,7,7,8,15,0,40,Female,Married,,University d,,8080,2,2,Strongly dis,Disagree,Disagree,Strongly dis,Strongly dis,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Female,Satisfied,,To a great e,To a great e,To a moderat,To a moderat,To a great e,To the fulle,To the fulle,To a great e,To a great e,To the fulle,Don't know,No,Disagree,No,No, ,To a great e,To the fulle,To the fulle,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,Don't Know,Don't Know,Don't Know,,Don't Know,,,To a limited,No,To a great e,,To a moderat,To a great e,No,,To the fulle,No,No,To a great e,To the fulle,No,,,,,,,,,,,To a great e,To the fulle,To a great e,To the fulle,To a great e,To a great e,To a great e,To a great e,To a great e,No,To a great e,Don't know,Don't know,No,No, ,To a moderat,To a great e,To a moderat,To the fulle,Don't know,Don't know,To the fulle,To the fulle,To a moderat,To a moderat,To a moderat,To a moderat,To a great e,To a great e,To the fulle,To a moderat,To a moderat,To a great e,To a moderat,To the fulle,To a moderat,To a moderat,To a moderat,To the fulle,To a moderat,To a moderat,To a limited,To a moderat,To a moderat,To a limited,To the fulle,To a moderat,To a limited,To a limited,To a moderat
